,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
11,18.wav,143.5546875,181039,1283.9645390070923,0.3183740973472595,0.2972929775714874,0.08838310837745667,0.36589612476095756,0.28895864873573635,0.08349710067918266,0.21648810210967062,0.1909613441989927,0.03646623497828616,2.6839420795440674,13.385720252990723,179.17750549316406,-4.224986553192139,61.487300872802734,3780.688232421875,0.014244018122553825,3.0420138835906982,9.253849029541016,1635.8712111791779,827.9017686075872,685421.3384635709,1954.9767612840897,734.6647491569,539732.2936537708,22.737232509118055,8.948290371705175,80.07190057635155,22.737232509118055,8.948290371705175,80.07190057635155,1.1637128243941577,1.5711497430169403,2.4685115149821977,0.017065862583168265,0.10295194038197754,0.010599102028414256,0.07903863771042957,0.0423237790446705,0.0017913022726220899,7.742768843854719e-07,0.09118252247571945,0.008314252831041813,0.00014400293002836406,0.03431059420108795,0.0011772167636081576,2.0944399092970523,1.2813670622034166,1.6419015480998145
12,19.wav,117.45383522727273,149817,1314.1842105263158,0.29002735018730164,0.32246530055999756,0.10398387908935547,0.47558298465642684,0.28649512917114894,0.08207945903879332,0.24169709871415915,0.1578475397543191,0.024915845806491345,0.24468757212162018,2.3992197513580322,5.756255149841309,-13.051424980163574,83.75003051757812,7014.06787109375,0.009884284809231758,1.0553784370422363,1.1138235330581665,1239.7500627632955,468.59916501547997,219585.17745320505,1478.915792655853,345.2790182233623,119217.60042528894,19.5234871633794,7.014928435240962,49.209220951552204,19.5234871633794,7.014928435240962,49.209220951552204,0.2939399104715541,0.3400754813315785,0.11565133300290481,0.009520753953009544,0.07537649034813103,0.005681615297201889,0.06535334631385449,0.034978942172446174,0.0012235263955033336,-2.319048917343025e-06,0.030195672065019608,0.00091177859576419,-2.250150146210217e-06,0.005391478538513184,2.9068040021229535e-05,3.4690612244897956,1.3786358000598855,1.9006366692067604
13,2.wav,89.10290948275862,111751,1284.4942528735633,0.3521963953971863,0.29968878626823425,0.08981337398290634,0.4999521825462141,0.26362743682868234,0.06949942544886088,0.26001096690094805,0.1254098497908654,0.01572763042456742,8.557437896728516,44.72383499145508,2000.2215576171875,4.81864070892334,35.93718719482422,1291.4814453125,0.009339635260403156,3.037006139755249,9.223406791687012,2158.8417120529966,935.6832185787201,875503.0855298329,2586.7335762053604,435.8830819827337,189994.06115876656,20.858977435361197,6.6248646099233,43.8888310998142,20.858977435361197,6.6248646099233,43.8888310998142,2.062687732320312,2.3276585180152196,5.417994176488808,0.006657162908826027,0.0714894041141943,0.00511073490060258,0.0787950639754257,0.06107603109601719,0.003730281574441659,-2.3972061171662062e-06,0.14947758615016937,0.022343549877405167,-0.0002856383507605642,0.07681592553853989,0.005900686606764793,2.931519274376418,1.7961783123448862,3.226256529738124
14,20.wav,92.28515625,109560,1231.0112359550562,0.23930397629737854,0.2938453257083893,0.08634506911039352,0.46721807424040424,0.25770773368099487,0.06641327599899456,0.24488056194432165,0.15286217228329116,0.023366843715166584,0.9403327703475952,6.562559127807617,43.06718444824219,-5.155430793762207,60.25572967529297,3630.753173828125,0.008513513021171093,1.3432129621505737,1.8042211532592773,1840.5721819190246,467.59291876701946,218643.13768106044,2075.4233411167,363.3528976568917,132025.3282356596,22.68688870802,7.548968652546007,56.98692771712227,22.68688870802,7.548968652546007,56.98692771712227,0.6251773905016549,0.7616642227098493,0.580132388156199,0.01820482941987023,0.07071701327834809,0.00500089596701006,0.0914276406491873,0.03269183064055611,0.0010687557906308035,-9.321252036897931e-07,0.06287961453199387,0.003953846171498299,5.841727670485852e-06,0.009755205363035202,9.516402496956289e-05,5.959401360544217,3.3934537762807007,11.515528531753747
15,21.wav,143.5546875,180370,1288.357142857143,0.4261804223060608,0.28362059593200684,0.08044064044952393,0.49108261399121894,0.2557076604993276,0.06538640763803938,0.2597917397774419,0.12586335954813557,0.015841585276743248,9.094654083251953,44.21626281738281,1955.0777587890625,5.672373294830322,24.153972625732422,583.4143676757812,0.014520284719765186,1.994398832321167,3.9776268005371094,3032.8911517196907,648.686549480182,420794.2394765045,2743.0842309202803,255.96159448515814,65516.337851384546,18.60243667255376,7.064250884959724,49.903640565654236,18.60243667255376,7.064250884959724,49.903640565654236,3.0174888317678845,3.2653051380867835,10.662217644815948,0.003941865830978699,0.061142189017016,0.0037383672777925115,0.14101313068401702,0.06261925737915316,0.0039211713947166285,-5.52916162632755e-06,0.1571202129125595,0.02468676120042801,-0.00010513395682210103,0.0871918648481369,0.007602421101182699,2.2221496598639456,1.0875295738127062,1.1827205739172466
16,22.wav,161.4990234375,212132,1317.5900621118012,0.2773894667625427,0.3063949942588806,0.0938778892159462,0.425051903232202,0.287928982184693,0.08290309878191326,0.2370408223117689,0.16475734244971832,0.027144981891093753,5.727819919586182,43.958248138427734,1932.32763671875,-4.86221170425415,64.70487976074219,4186.72119140625,0.004106973763555288,3.135472059249878,9.831184387207031,1303.1454938188922,910.8632882863783,829671.9299478739,1782.045538051386,794.2855021384852,630889.4589073856,21.506342456225553,6.5590066313533315,43.020567990136975,21.506342456225553,6.5590066313533315,43.020567990136975,1.2102176905553164,1.5517390780115907,2.4078941662282616,-0.0006289180352891629,0.08563695290581805,0.007333687702993299,0.046224777174438854,0.036265223129938066,0.0013151664086641947,0.002735148649662733,0.12927520275115967,0.01671207696199417,0.0011493251658976078,0.05379335582256317,0.0028937251772731543,8.966385487528346,5.8250637077888205,33.93136719979844
17,23.wav,80.74951171875,102384,1264.0,0.4528888761997223,0.3015941381454468,0.09095901995897293,0.5560076921216168,0.25949689486878,0.06733863844653867,0.2747217941452969,0.0886637984462794,0.007861269154922457,4.283196449279785,68.60735321044922,4706.96875,-3.234710216522217,49.79510498046875,2479.552490234375,0.009535298682749271,3.3979339599609375,11.545954704284668,2417.241752166125,933.277115545345,871006.1744006393,2363.501548197622,481.92305202937075,232249.82807730357,18.795866613915784,6.602332032998757,43.5907882739615,18.795866613915784,6.602332032998757,43.5907882739615,0.948745876895622,1.5604684415940668,2.435061757211016,0.0003792807246290974,0.0501247010718811,0.002512485657545438,0.12005690819707818,0.08189943643955434,0.006707517689116603,6.325625690806191e-06,0.07065147161483765,0.004991630557924509,0.00017422327073290944,0.09344381093978882,0.00873174611479044,3.104507936507937,1.683264145233797,2.8333781826296653
18,24.wav,123.046875,154945,1280.5371900826447,0.24125751852989197,0.29774221777915955,0.08865043520927429,0.44594232845957765,0.28355949437801187,0.08040598685191373,0.24169460058717843,0.15785136483520706,0.02491705338033765,1.2860618829727173,7.467433452606201,55.76256561279297,-9.869025230407715,77.54808807373047,6013.7060546875,0.011533676646649837,2.5268044471740723,6.384741306304932,1102.4101524234331,708.7099090941441,502269.73524823,1359.414506673338,769.407178018386,591987.4055862164,22.330528677916124,6.80241901948282,46.27290451662161,22.330528677916124,6.80241901948282,46.27290451662161,0.6715617507096536,0.8521117666921608,0.7260944629352355,-0.021075487779594074,0.09081939982298305,0.008248163384206855,0.060196159055727554,0.04172084154367183,0.0017406286191121733,-0.00013205416325945407,0.06461315602064133,0.004174860194325447,-0.00022689239995088428,0.019819136708974838,0.0003927981888409704,3.9462312925170067,2.0681599880993917,4.277285736375275
19,25.wav,172.265625,209115,1275.091463414634,0.25999775528907776,0.29503965377807617,0.08704839646816254,0.442787196830824,0.27186171010092924,0.07390878941900168,0.24066186564361355,0.15942145325604276,0.02541519975826863,4.585326194763184,35.94099807739258,1291.75537109375,-6.714446067810059,58.71595764160156,3447.563720703125,0.0037885529454797506,2.4344897270202637,5.926740646362305,1504.1989039643133,605.947741800073,367172.6657926079,1743.7003971512459,407.9550973157055,166427.36142586672,24.057668218620844,6.927038112185498,47.98385700767042,24.057668218620844,6.927038112185498,47.98385700767042,1.2266639409068716,1.6721333152496671,2.7960298239678427,-0.026157630232337938,0.09371924625993948,0.008783297119531179,0.08445527162345201,0.052130980739776615,0.0027176391528909607,-4.941065071761841e-06,0.12673470377922058,0.016061685979366302,-4.5371056330623105e-05,0.032917432487010956,0.0010835572611540556,5.1292879818594095,2.906104182412917,8.445441519037848
20,26.wav,172.265625,211218,1264.7784431137725,0.4844309389591217,0.29210904240608215,0.08532768487930298,0.542683134936558,0.2887108032106318,0.08335392789052817,0.26239807378492674,0.12033529909088796,0.014480584207293461,9.56751537322998,91.50691223144531,8373.5146484375,1.849721074104309,59.9467887878418,3593.617431640625,0.003067030105739832,6.233091354370117,38.8514289855957,1701.9313729624844,1173.415703951375,1376904.4142797012,2047.2905891107287,772.6466693818544,596982.8757068727,19.63928163876304,7.418464484185448,55.03361530312087,19.63928163876304,7.418464484185448,55.03361530312087,1.5992356070946663,2.2014358080222176,4.846319616842433,0.01529973799431693,0.06675682076566614,0.004456473118739273,0.07101997871517028,0.07703685723642335,0.005934677372865074,0.0007465664530172944,0.1398012340068817,0.019544385373592377,0.003016392234712839,0.0991644337773323,0.009833584539592266,2.6296598639455784,1.49789181043623,2.2436798757719267
21,27.wav,107.666015625,138407,1305.7264150943397,0.2621077597141266,0.2907658815383911,0.08454479277133942,0.4562638993046842,0.2678502345612949,0.07174374815454071,0.2434782682948836,0.15508599614877558,0.024051666201458034,2.733330488204956,15.520548820495605,240.88743591308594,-4.251033782958984,59.566959381103516,3548.22265625,0.00857630092650652,2.47518253326416,6.126528263092041,1570.1188858391329,949.1536110905556,900892.5774462416,1827.1013470329824,484.94907833217536,235175.60857522636,23.314890523444227,8.100075030472874,65.61121549929014,23.314890523444227,8.100075030472874,65.61121549929014,1.072898912913105,1.3127782027539139,1.7233866096257962,-0.008035744353733948,0.08200351868573792,0.006724577076842169,0.07837008544166021,0.08200121282282595,0.006724198904414395,-5.3232230129651725e-05,0.09623564034700394,0.009261298924684525,-0.0003224016400054097,0.028174888342618942,0.000793824321590364,2.5402630385487526,1.1563071141415702,1.3370461422144064
22,28.wav,107.666015625,132693,1367.9690721649486,0.36619848012924194,0.3128817081451416,0.09789496660232544,0.5364110075148625,0.26326748288696333,0.06930976754563753,0.2652833248981199,0.1138336104335267,0.012958090864331919,3.557453155517578,23.79658317565918,566.2774047851562,-2.499019145965576,58.198848724365234,3387.10595703125,0.006860560737550259,3.7274651527404785,13.893996238708496,1849.1596008059698,975.3628641213959,951332.7167070925,1981.170880913761,727.0718413965401,528633.4625517555,20.513266483316432,8.20736282198451,67.36080449169354,20.513266483316432,8.20736282198451,67.36080449169354,1.3797425989186167,2.0669552750823708,4.27230410919084,0.016419617931650983,0.06195091605209385,0.0038379159996935796,0.09433597529266641,0.06993121394179279,0.0048903746833727935,3.165729867760092e-05,0.0819467157125473,0.006715263705700636,-0.00023570473422296345,0.06745922565460205,0.004550746642053127,5.922249433106576,1.3379706795509507,1.7901655393380331
23,29.wav,135.99917763157896,166873,1245.3208955223881,0.2735017240047455,0.2960580289363861,0.0876503586769104,0.4441548786396322,0.2757968367271085,0.07606389514867934,0.24790804994815271,0.14790176504774227,0.021874932104237556,3.0187265872955322,18.38422393798828,337.97967529296875,-3.123959541320801,51.06858444213867,2608.000244140625,0.003844981547445059,2.250009775161743,5.062543869018555,1463.2492437550525,400.8419733695887,160674.28761482605,1798.892836717471,360.0553365646126,129639.84538865645,23.823552740333838,7.479657966653724,55.94528329812652,23.823552740333838,7.479657966653724,55.94528329812652,1.1910788641265075,1.3692344744132257,1.8748030459216625,0.019321768904693573,0.0806621069160071,0.006506375492129361,0.06264512383900929,0.021494095265034208,0.0004619961312623659,-4.681671725847991e-06,0.10078930109739304,0.010158482939004898,-8.90086084837094e-05,0.030062170699238777,0.0009037340641953051,2.5913469387755104,1.691544611188675,2.8613231716414456
24,3.wav,129.19921875,159449,1255.5039370078741,0.35227420926094055,0.31497499346733093,0.0992092415690422,0.3706095126127879,0.3045800202649783,0.09276898874461462,0.22172248969348216,0.18485797493604927,0.03417247089745702,0.7680749893188477,7.653553485870361,58.57687759399414,-8.178140640258789,82.99147033691406,6887.583984375,0.004354223143309355,3.5893890857696533,12.883713722229004,1435.9082281658311,1151.7774732318037,1326591.3478442384,1693.312532765922,769.8940384639402,592736.830462315,22.363252362718615,7.989401956403994,63.83054362099197,22.363252362718615,7.989401956403994,63.83054362099197,0.40192828114074997,0.5525147123452716,0.3052725073579782,-0.0067738352298343865,0.1014832968640655,0.010298859542400046,0.05700475734084752,0.07467340052878545,0.005576116746532416,-8.46009970700834e-06,0.048915643244981766,0.002392740221694112,-3.203482265234925e-05,0.0224484633654356,0.000503933522850275,7.024036281179138,3.949771618519528,15.600695838462372
25,30.wav,92.28515625,116281,1277.8131868131868,0.296314537525177,0.2970028519630432,0.08821068704128265,0.3674080722127236,0.2718483509691179,0.07390152592462872,0.2196725583320995,0.18728934953478718,0.035077300449163684,7.14512825012207,34.06717300415039,1160.572265625,3.5471537113189697,48.94558334350586,2395.670166015625,0.01134776696562767,3.0443644523620605,9.268155097961426,1517.998333937499,796.6699570436133,634683.0204558726,1999.1310500792308,677.4445907336842,458931.1735143289,21.566646951296395,6.555051716904442,42.96870301129187,21.566646951296395,6.555051716904442,42.96870301129187,1.7631182793550793,1.9244631146246172,3.7035582795506823,0.02761070907136568,0.09614638194079042,0.00924412676030435,0.05980065880176084,0.035340447539434244,0.001248947232287504,8.06299976829905e-06,0.1564687043428421,0.024482455104589462,2.3629636416444555e-05,0.044693950563669205,0.001997549319639802,2.606439909297052,1.4050063388478837,1.9740428122027343
26,31.wav,112.34714673913044,138256,1256.8727272727272,0.39855536818504333,0.30610984563827515,0.0937032401561737,0.5042804838592281,0.27479696498792033,0.07551337196657232,0.24934314035504587,0.14546934966245376,0.02116133169121723,3.266051769256592,22.291826248168945,496.9255065917969,1.1024212837219238,60.75215148925781,3690.82373046875,0.006355445832014084,2.581486701965332,6.6640729904174805,1611.4194632533363,908.7715406328379,825865.7130641817,2332.8093094842266,583.6606370288786,340659.7392169563,20.557378452473532,8.072751038243984,65.16930932546933,20.557378452473532,8.072751038243984,65.16930932546933,1.0210801683618076,1.3473421502914615,1.8153308699520194,-0.010942123722668687,0.06610891329848417,0.004370388417506498,0.04722911728424923,0.04876093340333014,0.0023776286263639972,6.29774376648129e-06,0.09739043563604355,0.009484896436333656,4.454737063497305e-05,0.03611604496836662,0.001304368837736547,1.852952380952381,1.2370069894741742,1.5301862920079599
27,32.wav,75.99954044117646,90126,1234.6027397260275,0.30814841389656067,0.30080705881118774,0.09048488736152649,0.4650750705183828,0.2679415701064776,0.07179268499112446,0.25510436075354825,0.135111429782446,0.018255098457856833,4.463650226593018,23.057483673095703,531.6475219726562,2.0960066318511963,41.94629669189453,1759.49169921875,0.009632968343794346,2.164682626724243,4.685850620269775,1863.1479432123574,575.8677925764839,331623.71452691226,2340.2125149758413,413.64589501547266,171102.9264631514,21.747078950874485,7.428187728392674,55.17797292824351,21.747078950874485,7.428187728392674,55.17797292824351,1.549760654568102,1.767834343583645,3.1252382663538167,0.00901118410824883,0.07468074644782352,0.005577213890004104,0.0710039168319466,0.03070903050850482,0.0009430445547722797,-7.152642410801491e-06,0.11332748085260391,0.01284311804920435,-9.724218398332596e-05,0.04872223362326622,0.0023738560266792774,2.450866213151927,1.5424670872992736,2.379204715401505
28,33.wav,123.046875,145913,1226.1596638655462,0.27303460240364075,0.2936433255672455,0.08622640371322632,0.4201002998721506,0.275772020988634,0.0760502075601556,0.23301575223072127,0.17040244289822973,0.029036992545684443,2.597600221633911,14.648660659790039,214.583251953125,-4.9626970291137695,71.1295394897461,5059.41162109375,0.002599848434329033,1.6758372783660889,2.8084304332733154,865.907053009366,364.1939637245132,132637.24321337204,1359.4607945140776,434.3586994604255,188667.47979695222,23.073419385221293,6.677472967298267,44.58864522899913,23.073419385221293,6.677472967298267,44.58864522899913,0.9482816694086759,1.059011656996373,1.1215056896542035,0.004691573464406509,0.1026976872587803,0.010546814968302246,0.03568251287974071,0.015385026096771871,0.00023669902799835154,-7.920943971839733e-07,0.09626327455043793,0.009266617707908154,-1.4108260984357912e-05,0.01941470243036747,0.0003769306931644678,5.849106575963718,3.5458847506623963,12.573298664980125
29,34.wav,143.5546875,31960,532.6666666666666,0.3164830207824707,0.3095923066139221,0.09584740549325943,0.47343518439395577,0.26536561417628823,0.07041890918715868,0.2510115594570618,0.14257114137253468,0.02032653035226727,4.665003776550293,32.535987854003906,1058.590576171875,0.47653767466545105,39.72285842895508,1577.9053955078125,0.0005209471564739943,2.628753185272217,6.910343647003174,2172.9833113078175,807.7679362130212,652489.0387738436,2481.1112930902623,494.39446744621,244425.8894414216,21.766070396272827,8.178662399194026,66.89051863999019,21.766070396272827,8.178662399194026,66.89051863999019,1.5238665623377712,1.8248406045841135,3.3300432321389124,0.01928719540808363,0.07351003986633312,0.0054037259611498835,0.09615890455688854,0.061043358635705064,0.003726291633527308,4.955099484504899e-06,0.1169198751449585,0.013670257292687893,-7.5618509072228335e-06,0.05370486527681351,0.0028842126484960318,3.9392653061224485,2.253786679866188,5.079554398342255
